key,ra,dec,tyc,hip,gaia_dr1,gaia_dr2
HIP77310,236.750804764931,-62.7965517751276,9027-2786-1,77310,5826466012875513600,5826466017192283264
HIP77317,236.775695972588,-35.5180385240017,7336-1113-1,77317,,6011549008483608192
HIP77432,237.103252018061,-42.6180580401785,7845-954-1,77432,,5989693603556613376
HIP77464,237.236653253593,-3.8185110693591,5026-903-1,77464,4402445932005364480,4402445936305708416
HIP77520,237.41514150876,-38.7774755017441,7837-75-1,77520,,6008691721366743168
HIP77541,237.489594801483,-48.912401309938,8317-1279-1,77541,,5982983009232529664
HIP77545,237.499104122131,-25.1509876354546,6782-1368-1,77545,,6236447239996343424
HIP77622,237.704024016322,4.477742619591,360-1226-1,77622,,4426032591024853504
HIP77911,238.673316926875,-22.7662535360419,6779-2142-1,77911,,6237422850406493952
HIP78043,239.023449134435,-36.8928720675476,7341-1108-1,78043,,6010483822238426240
HIP78045,239.024628404786,-60.4824838592641,9023-2694-1,78045,,5833084905412098816
HIP78099,239.199394404263,-23.1840744618106,6779-760-1,78099,,6237347499499399808
HIP78196,239.497268096023,-31.7289280263959,7329-908-1,78196,6039491477295244416,6039491481598054528
HIP78207,239.547372778785,-14.2793550585704,5623-1368-1,78207,,6263223955904774656
HIP78343,239.948994166929,-35.8454343970325,7341-777-1,78343,,6010950942881973376
HIP78553,240.566794188159,-73.5154090264238,9285-995-1,78553,5782500872186528384,5782500876488518144
HIP78555,240.577195435872,-35.269933266151,7337-668-1,78555,,6011053953378953472
HIP78641,240.806414967872,-35.2874807047776,7338-1225-1,78641,6011074324402224768,6011074324396444800
HIP78663,240.889272284285,-30.1370497470485,7330-289-1,78663,,6040105283968486144
HIP78996,241.87468916752,-23.9506808763829,6780-1489-1,78996,,6242094640953591808
HIP79203,242.480305907042,-18.3406310203737,6205-1555-1,79203,,6248917729075587584
HIP79288,242.729606617827,-25.5226856458421,6784-946-1,79288,,6043530778077991040
HIP79410,243.09097208585,-19.5790473630721,6209-983-1,79410,,6245692620954228864
HIP79516,243.393055989706,-45.8176918650917,8311-120-1,79516,,5990267273750368768
HIP79599,243.620346088535,-21.1076363463146,6213-1943-1,79599,,6243044378479191808
HIP79730,244.08168536502,-1.6481313325861,5034-1307-1,79730,4407056802735196800,4407056807034649472
HIP79742,244.118208241862,-38.7367656157895,7852-122-1,79742,,5997300987069075968
HIP79797,244.272541830277,-67.941284637492,9273-4870-1,79797,5821125856677597568,5821125860988362752
HIP79881,244.574579167035,-28.6140200197036,6805-1909-1,79881,,6039093144853104128
HIP79958,244.816055730105,-55.504734451391,8715-1929-1,79958,5931674604023054720,5931674608438449792
HIP79977,244.871841918617,-21.4036865375456,6214-582-1,79977,,6244295760151546624
HIP80065,245.135384306619,-45.8097598950806,8312-2757-1,80065,5990405876616295808,5990405876616295808
HIP80088,245.209298475899,-22.5941085724518,6794-224-1,80088,,6050496459111584384
HIP80170,245.480061645478,19.1531157433402,,80170,,1201067439456872704
HIP80324,245.986309431578,-33.1993973711037,,80324,,
HIP80591,246.810777500599,-39.8227735722112,7857-394-1,80591,6017222552899250688,6017222557211836928
HIP80686,247.117248527311,-70.0843950159921,9278-2951-1,80686,5808612830236138368,5808612830236138368
HIP81068,248.375529178522,17.8286566363833,1523-928-1,81068,4467159063246940160,4467159067541930752
HIP81425,249.450042233747,13.6870330988675,973-1832-1,81425,4461228744204481408,4461228748502326016
HIP81592,249.945643318483,-51.9942138188442,8337-37-1,81592,5931156527892059264,5931156532274485376
HIP82303,252.249179035899,-8.92999464242639,5629-711-1,82303,4338002696507241984,4338002696507241984
HIP82397,252.544616336545,-26.742544604926,6817-2202-1,82397,,6033974304072734592
HIP82534,253.055475718139,-26.9196721799926,6817-2277-1,82534,,6034282128641423616
HIP82747,253.686874066924,-36.8884891149894,7371-870-1,82747,5971474897726932992,5971474902099064576
HIP83187,255.026162366161,-54.5971772469736,8730-1438-1,83187,,5917719984738398848
HIP83962,257.449792687358,-10.5233014992172,5648-1672-1,83962,4335291232113679360,4335291236411850752
HIP84121,257.963510920365,-45.8743472895127,8328-318-1,84121,5951458529062167808,5951458533405131264
HIP84150,258.067518868477,-39.5069484050867,7874-1197-1,84150,,5972194910385133184
HIP84397,258.821832187914,-7.2018024815931,5078-19-1,84397,4360421704239120384,4360421704239120384
HIP84586,259.35626981024,-66.9510368965479,9064-3514-1,84586,5811866422581688320,5811866422581688320
HIP84881,260.210903437312,-45.4208324122239,8341-414-1,84881,,5952702871347477120
HIP85038,260.699524224604,-58.4732459448743,,85038,,
HIP85157,261.027446322189,22.9602817502395,2074-1985-1,85157,4569194154623300480,4569194055841164160
HIP85307,261.491147026746,-1.6517800665802,5067-1552-1,85307,4373106013973679872,4373106018271326848
HIP85360,261.64524256719,-32.9696757086188,7379-171-1,85360,5976271757721062528,5976271757721062528
HIP85922,263.374355536512,-5.7448032443326,5092-788-1,85922,,4170156100434293120
HIP86305,264.522981753115,-54.5004362403085,8733-2365-1,86305,,5921246427739258112
HIP86672,265.626481206538,-28.748778044062,6839-264-1,86672,,4060180026897207552
HIP87108,266.973162820231,2.7072588828279,420-1962-1,87108,,4472097420944264192
HIP88694,271.598829680763,-36.019785962122,7403-6261-1,88694,,4038724053986441856
HIP89805,274.917214077869,-63.8865633914989,,89805,,
HIP90133,275.901870651441,-75.0442755842665,9445-2572-1,90133,,6414684465766037248
HIP90991,278.41258715346,-14.8536143948213,5703-2517-1,90991,,4103314967619351168
HIP91043,278.583762601905,18.6900651617934,1574-517-1,91043,4524317415742337792,4524317420039164544
HIP91217,279.115977501976,9.1224911287844,1024-3216-1,91217,,4479679240828433152
HIP92024,281.362086059784,-64.8712575461544,9077-2487-1,92024,,6438274350302427776
HIP92161,281.755135257198,18.1815105858727,1587-2067-1,92161,,4512265810537057664
HIP92871,283.864207698393,8.4025084956106,1039-1079-1,92871,4310275487166165632,4310275491469537152
HIP93375,285.275179521477,-28.7140061913426,6885-916-1,93375,,6761777879812084608
HIP94020,287.132205407441,-30.9726492485576,,94020,,
HIP94050,287.210344778279,-42.428120504797,7925-564-1,94050,,6714027605939931520
HIP94114,287.368088580644,-37.9044799261123,7917-2653-1,94114,,6718857073326780672
HIP95261,290.713359185261,-54.4239298007178,8765-2571-1,95261,,
HIP95793,292.254112682657,1.9504495669672,469-6229-1,95793,,4287948945800741120
HIP96334,293.790496373703,-69.9755829842198,9309-599-1,96334,,6420588087293438976
HIP96880,295.398841798751,-72.4460378212443,9314-767-1,96880,,6416270751806848512
HIP97229,296.416447164774,7.6131562873701,1057-2440-1,97229,4298055858529408000,4298055862837777152
HIP97423,297.012604767591,-13.7036143713798,,97423,,
HIP97557,297.433650758524,-32.7639687201392,7443-488-1,97557,6747764569751667328,6747764574050646656
HIP97944,298.573938657915,-23.9410730490052,6891-1773-1,97944,,6863535898551993472
HIP98470,300.084371181425,-33.7034521416732,7444-1240-1,98470,6698960684568282624,6698960688866464768
HIP98839,301.075416254594,-26.3295410774907,6900-1905-1,98839,,6850091001646725248
HIP99742,303.569246074248,15.1976040979278,1618-2331-1,99742,,1808282768947879808
HIP99803,303.734048676096,-56.9764786022733,,99803,,
HIP100787,306.519881567827,-46.6600083151691,8405-2457-1,100787,,6669442615590221056
HIP101022,307.208204645111,-1.7345592014172,5163-1750-1,101022,4229021955821094656,4229021960117124992
HIP101120,307.469140755065,-18.5863599839736,6333-2131-1,101120,,6860821651019025664
HIP101123,307.474622400808,-18.5831831525107,6333-2130-1,101123,,6860821651019024896
HIP101483,308.487712130814,13.0272308471137,1096-1682-1,101483,,1756148222519224192
HIP101800,309.45466533875,11.3776726105734,1096-1683-1,101800,,1754631755466911360
HIP102531,311.661918524878,16.1241254479795,1634-3057-1,102531,,1763000482062205056
HIP103107,313.358046256157,-49.3828986783927,8416-1162-1,103107,,6481251098731588224
HIP103460,314.419354577577,-16.0315402322183,6345-1577-1,103460,,6883484612888471808
HIP104239,316.793254364685,-13.9229298150712,,104239,,
HIP104308,316.963421964206,-54.2165169747295,8793-360-1,104308,,6464215849687596288
HIP104365,317.14010235054,-21.1936737155728,6358-1841-1,104365,,6832245893565505024
HIP104864,318.63685070462,-22.8780989490097,6937-192-1,104864,,6804651141005381888
HIP105044,319.158213579126,-36.1733727100214,7484-314-1,105044,,6776341912046962048
HIP105156,319.521466121506,-29.5133817946382,6949-566-1,105156,,6787949937336590080
HIP105184,319.613622182066,-43.33465170049,7978-1128-1,105184,,6577318075351824512
HIP105404,320.249254751676,-52.4778297183748,8434-104-1,105404,6466063059286755328,6466063063582742656
HIP105441,320.352057718413,-66.9159388920097,9114-1109-1,105441,,6400161703868444800
HIP105612,320.863079477217,-75.4938212158122,9474-605-1,105612,,6368867678796480768
HIP105712,321.168842065854,-68.227924401427,9322-1132-1,105712,,6399747669021004928
HIP105860,321.611086093241,19.3756435737987,1671-710-1,105860,1787127782968262400,1787127787263968640
HIP107095,325.386914077718,-14.0476165836296,5799-1135-1,107095,,6841803123511245696
HIP107947,328.040520396653,-62.0523633661109,9116-257-1,107947,,6408937971321777152
HIP108060,328.405769973758,19.6684635732205,1687-2026-1,108060,,1780298239507224832
HIP108405,329.421682691313,-51.0061778836273,8443-1629-1,108405,,6558208838138808576
HIP108912,330.926764793892,-60.4374591314774,9116-1776-1,108912,,6409419145097654016
HIP109285,332.095894905999,-32.9884384053261,7492-1466-1,109285,,6612204651587350016
HIP110935,337.156960358151,-67.489061388114,9124-1805-1,110935,,6385955326441803264
HIP111188,337.876378063073,-32.3460791957308,7497-1511-1,111188,,6601750220152445440
HIP111594,339.122092922268,-40.5827053020463,8000-1535-1,111594,,6545396538377295232
HIP112515,341.861405550257,-44.9651614279655,8010-1574-1,112515,,6519711873737172608
HIP112581,342.028831323535,-37.756661984048,8004-909-1,112581,,6547596729863915648
HIP112714,342.383921487019,10.4786132603479,1156-1075-1,112714,2718224191060455936,2718224195355526144
HIP113839,345.798465302371,-47.255293522852,8448-983-1,113839,,6539508859773405056
HIP114530,347.96688991461,-45.1362872163151,8448-43-1,114530,,6527965258988306304
HIP114948,349.240364157728,-62.0011996602904,9126-1745-1,114948,,6489909443564308224
HIP115527,351.026404678734,-7.5507577377091,5822-221-1,115527,,2630815941525069696
HIP115738,351.733149136861,1.2556039787436,578-1415-1,115738,,2645537646306946688
HIP116063,352.761892427799,-69.0767398225439,9339-387-1,116063,,6387813363653800448
HIP116258,353.349275218413,-12.6646179889014,5835-83-1,116258,2433113369915019008,2433113374210098048
HIP116611,354.486677123314,18.4006656704909,1723-2166-1,116611,,2821368419085908352
HIP116928,355.511681837631,1.7800388622694,586-1458-1,116928,,2646511813609083648
HIP116971,355.680602536761,-14.5449050168224,5836-979-1,116971,,2419885149815948416
HIP117219,356.505234455544,-40.1825650551814,8017-1472-1,117219,6534547274893104512,6534547279188899584
HIP117452,357.231444065413,-28.130270693681,6988-1337-1,117452,,
HIP117481,357.3313586134,-27.8542578118409,6988-1090-1,117481,2328281189678351232,2328281189678351232
HIP118008,359.044471966923,-39.0523361093589,8015-290-1,118008,2307133320469510912,2307132568850133376
HIP118121,359.396160486707,-64.2982285830966,9130-1766-1,118121,,6485789573494536832
HR9,1.7086938864343,-23.1075409941581,6412-1068-1,560,2337191185233219072,2337191189529102336
HR857,43.1338674390401,-12.7697140692952,5292-897-1,13402,,5160075762132996992
HR1190,57.1495,-37.6201555555556,7570-1585-1,,,
HR3070,117.303903506247,-60.2837147148635,8911-3290-1,38160,,5293984115052147968
HR4796,189.004295847914,-39.8695074994451,7762-1973-1,61498,,
HR8799,346.869648710695,21.134250592745,1718-2350-1,114189,2832463655344301952,2832463659640297472
L206-187,277.550025689754,-58.2742994572792,8757-314-1,,,6635966781495628672
LP353-51,35.8610257103243,22.7352115872548,1766-1431-1,11152,101612981989146752,101612981989146752
LP776-25,73.1017280030436,-16.8227575709279,5899-26-1,,2980822030590414976,2980822034888930176
LTT1479,46.9823011204526,-28.2197121588635,6444-610-1,14555,5059643101581389696,5059643105878789632
NAMEFomalhaut,344.41269272117,-29.6222370333894,6977-1267-1,113368,,
TWA25,183.878001368716,-39.8118348731108,7760-283-1,,6150861594185298176,6150861598480158336
TYC195-2572-1,122.813020852051,1.2767654901643,195-2572-1,,,3089838063025532672
TYC251-1015-1,154.869098105134,6.5829728227917,251-1015-1,,3861752361672257280,3861752365967697664
TYC410-2888-1,256.73656416427,6.7967441606409,410-2888-1,83744,4394673175070396160,4394673179368080256
TYC424-1952-1,266.606004644778,3.98024744159694,424-1952-1,,4472478431784611968,4472478431784611968
TYC466-1374-1,285.571206083494,2.7394107479057,466-1374-1,,4268724049389754240,4268724053705452416
TYC912-1575-1,216.022882495552,11.2493040203054,912-1575-1,,,1177532908459199872
TYC945-806-1,241.542882394918,8.5957148551434,945-806-1,,,4451595755332248576
TYC959-989-1,246.703462519585,8.3906066469925,959-989-1,,4440350770738523136,4440350775038525184
TYC1226-1676-2,41.8634118808167,19.3724555168489,1226-1676-2,,,84625630419434496
TYC1365-1688-1,114.004802985,18.1415322243873,1365-1688-1,,671410178432232320,671410182729275776
TYC1470-9-1,209.556671945012,19.2865841375769,1470-9-1,,,1246505032351703808
TYC1701-642-1,341.173103654292,17.9050816098083,1701-642-1,,2832918887518987904,2832918887518987904
TYC4803-1418-1,100.093164925534,-3.53308270686889,4803-1418-1,,3105605708307826944,3105605708307826944
TYC4803-625-1,100.754267272931,-2.8886988277984,4803-625-1,,3105749744332466304,3105749748629384576
TYC4900-1772-1,143.800901888018,-5.8491785961113,4900-1772-1,,3823795674093569920,3823795674093569920
TYC5626-979-1,246.870473619464,-8.5719893877812,5626-979-1,,4350787611556606208,4350787615854308608
TYC5784-205-1,318.093293223934,-14.9993698477647,5784-205-1,,,6884240247958763392
TYC5835-239-1,353.094703959542,-13.6520611588932,5835-239-1,,2408274680688465536,2408274684984017024
TYC5916-792-1,83.5381775394272,-15.2842180330044,5916-792-1,,2972231718042118528,2972231722338351360
TYC6347-1583-1,318.094020833333,-15.0000083333333,6347-1583-1,,,
TYC6427-300-1,18.1688578212087,-29.1795659075391,6427-300-1,,5029927425451496576,5029927429747497984
TYC6589-789-1,134.826084342654,-24.7288736168795,6589-789-1,,5652765612575483776,5652765616871308416
TYC6601-1855-1,143.800572247048,-23.8441944344141,6601-1855-1,,5662777009543019648,5662777013838599808
TYC6606-1001-1,145.424457122048,-25.9643607843701,6606-1001-1,,5658573954546172800,5658573958844141696
TYC6750-1743-2,221.502461779111,-25.444436460444,6750-1743-2,,,6228895347454822016
TYC7116-2739-1,110.567716010786,-35.9182753490103,7116-2739-1,,,5589828712308012544
TYC7401-2446-1,276.21069859442,-34.1905795833206,7401-2446-1,,,4044456563947443200
TYC7429-1696-1,292.739026227127,-32.6990897789702,7429-1696-1,,6745080215191452416,6745080219492054016
TYC7604-1675-1,84.3051741778777,-42.7159359704198,7604-1675-1,,,4802947444765742848
TYC7883-2069-1,261.392812554762,-38.8110328508446,7883-2069-1,,5972521186118405120,5972521190445923072
TYC8090-1489-1,84.229566911813,-47.963320142609,8090-1489-1,26369,4795596827281131904,4795596831576255488
TYC8132-2110-1,110.091088011412,-52.309243157493,8132-2110-1,,,5492026740697659264
TYC8262-2044-1,205.841541486743,-46.6356754661412,8262-2044-1,,6107217820150439552,6107217824452695552
TYC8484-1507-1,39.6877173196521,-52.952365461967,8484-1507-1,,,4741722617241539456
TYC8589-1882-1,145.670166666667,-55.8320083333333,8589-1882-1,,,
TYC8601-1851-1,157.077170833333,-52.5616666666667,8601-1851-1,,,
TYC8601-4517-1,157.074610771361,-52.5611340833148,8601-4517-1,,,5357273275677035520
TYC8637-2610-1,183.717952178646,-55.784342087009,8637-2610-1,59721,,6075548419252913152
TYC8739-1303-2,258.245495833333,-58.5963333333333,8739-1303-2,,,
TYC8750-480-1,269.381983333333,-57.664225,8750-480-1,,,
TYC8797-1377-1,317.605654166667,-54.57375,8797-1377-1,,,
TYC8797-1377-2,317.607094949554,-54.5744899180415,8797-1377-2,,,6463958151650358784
TYC8804-1150-1,314.343476841181,-59.0759601983874,8804-1150-1,103438,,6456232811155783936
TYC9098-1297-1,301.832672162991,-65.8526306957014,9098-1297-1,,,6427663204100631424
TYC9339-2157-1,354.913624787046,-69.194304155713,9339-2157-1,,,6387058411482257280
TYC9339-55-1,352.902909906069,-69.1251646119982,9339-55-1,,6387801299089387136,6387801299089387136
TYC9412-59-1,189.838649261442,-75.0442178255528,9412-59-1,,5838361594794528640,5838361599097855104
V*AEFor,47.0277614253265,-24.7596483778549,6438-83-1,14568,,5074604160596736640
V*AFLep,81.7698465381619,-11.9009628298519,5340-1141-1,25486,3009908373754300288,3009908378049913216
V*ANSex,153.073618482942,-3.7456649564991,4907-704-1,49986,,3828238392559860992
V*AOMen,94.6175354047816,-72.0448462222064,9172-690-1,29964,5266270439140210176,5266270443442455040
V*AUMic,311.289718206453,-31.3409004752072,7457-641-1,102409,,6794047652729201024
V*BOMic,311.93745504765,-36.5946719820591,7469-997-1,102626,,6778413151435607680
V*CEAnt,160.625425528889,-33.6711741041536,7190-2111-1,,,5444751795151480320
V*CSGru,333.896784822986,-39.0140826753816,7996-969-1,109901,,6573729200678375552
V*HNPeg,326.130541555706,14.7719395363997,1133-1258-1,107350,,1772187382746856320
V*ISEri,47.4261986051277,-9.579606670555,5294-1158-1,14684,5166951382002967552,5166951386298774144
V*IXEri,71.9012156698201,-16.934456090932,5892-1953-1,22263,,2980492387558410112
V*MTPeg,345.770739280182,20.9185729981381,1717-687-1,113829,2832641054673513600,2832641058969396864
V*NYAps,228.097651234333,-75.2543452342661,9428-1781-1,74405,5792536561488806272,5792536565791371776
V*NZLup,238.363714572671,-42.2668643923027,7846-1538-1,,5995577807512547712,5995577807512547712
V*PZTel,283.274472419775,-50.180528161135,8381-2435-1,92680,,6655168686921108864
V*TWHya,165.466272624423,-34.7047309863606,7208-347-1,53911,5401795658263638912,5401795662560500352
V*TWPsA,344.100222060844,-31.565565295724,7505-100-1,113283,,6604147121141267712
V*V1358Ori,94.7835728101954,-3.4389885488441,4788-1272-1,30030,3116883777034077056,3116883781327753216
V*V343Nor,234.73982483368,-57.7075827050581,8704-1271-1,76629,5882581890885085312,5882581895219921024
V*V352CMa,93.4387315075377,-23.8619357722055,6505-2273-1,29568,2913411178849955712,2913411183149615744
V*V401Hya,129.459557417743,-6.8068827513758,4875-1583-1,42333,5755064483659664512,5755064487956174720
V*V419Hya,160.867798469275,-29.0642859230193,6645-338-1,52462,5455707152914063232,5455707157211784832
V*V592Pup,126.323815987838,-34.3670126364447,7143-809-1,41278,5543688870779816448,5543688875089270272
V*WWPsA,341.241526113074,-33.250475831934,,112312,,
